Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,id,line,name,mold_name,time,date,count,working,emergency_stop,molten_temp,facility_operation_cycleTime,production_cycletime,low_section_speed,high_section_speed,molten_volume,cast_pressure,biscuit_thickness,upper_mold_temp1,upper_mold_temp2,upper_mold_temp3,lower_mold_temp1,lower_mold_temp2,lower_mold_temp3,sleeve_temperature,physical_strength,Coolant_temperature,EMS_operation_time,tryshot_signal,mold_code,heating_furnace,anomalyornot,anomaly_detail,probability,passorfail,registration_time,shap1,shap2,shap3
7260,7260,7260,7260,85844,0,0,0,9,6408,165,0,0,731.0,116,117,110.0,111.0,,332.0,52.0,192.0,184.0,1449.0,182.0,242.0,1449.0,168.0,712.0,31.0,0,1,8917,1,,,0.024239625587456,,2019-03-22 13:38:00,sleeve_temperature,lower_mold_temp1,molten_temp
7261,7261,7261,7261,85846,0,0,0,9,6424,166,0,0,731.0,117,118,110.0,111.0,,332.0,56.0,193.0,184.0,1449.0,183.0,244.0,1449.0,168.0,721.0,31.0,0,1,8917,1,,,0.0248321993893982,,2019-03-22 13:39:58,sleeve_temperature,facility_operation_cycleTime,molten_temp
7262,7262,7262,7262,85848,0,0,0,9,6439,167,0,0,731.0,117,125,110.0,112.0,,332.0,52.0,191.0,184.0,1449.0,182.0,244.0,1449.0,165.0,715.0,31.0,0,1,8917,1,,,0.0257760294491023,,2019-03-22 13:42:03,sleeve_temperature,facility_operation_cycleTime,molten_temp
7263,7263,7263,7263,85850,0,0,0,9,6455,168,0,0,732.0,124,121,110.0,112.0,,332.0,54.0,190.0,184.0,1449.0,181.0,243.0,1449.0,164.0,708.0,31.0,0,1,8917,1,,,0.0114101682685403,,2019-03-22 13:44:05,sleeve_temperature,molten_temp,lower_mold_temp1
7264,7264,7264,7264,85852,0,0,0,9,6471,169,0,0,732.0,121,119,110.0,111.0,,332.0,56.0,191.0,184.0,1449.0,181.0,243.0,1449.0,166.0,715.0,31.0,0,1,8917,1,,,0.0113012544665459,,2019-03-22 13:46:04,sleeve_temperature,molten_temp,lower_mold_temp1
7265,7265,7265,7265,85854,0,0,0,9,6487,170,0,0,731.0,119,154,110.0,111.0,,332.0,55.0,176.0,184.0,1449.0,175.0,232.0,1449.0,161.0,704.0,31.0,0,1,8917,1,,,0.0149038370934692,,2019-03-22 13:48:39,sleeve_temperature,lower_mold_temp1,upper_mold_temp1
7266,7266,7266,7266,85856,0,0,0,9,6507,171,0,0,730.0,153,135,110.0,112.0,,332.0,49.0,177.0,184.0,1449.0,175.0,231.0,1449.0,163.0,713.0,31.0,0,1,8917,1,,,0.0095372523903409,,2019-03-22 13:50:53,sleeve_temperature,lower_mold_temp1,cast_pressure
7267,7267,7267,7267,85858,0,0,0,9,6522,172,0,0,729.0,135,117,110.0,112.0,,332.0,51.0,184.0,184.0,1449.0,178.0,237.0,1449.0,165.0,714.0,31.0,0,1,8917,1,,,0.0072974201273888,,2019-03-22 13:52:50,sleeve_temperature,lower_mold_temp1,cast_pressure
7268,7268,7268,7268,85860,0,0,0,9,6538,173,0,0,729.0,117,118,110.0,112.0,,332.0,51.0,188.0,184.0,1449.0,180.0,239.0,1449.0,166.0,718.0,31.0,0,1,8917,1,,,0.0129648818259949,,2019-03-22 13:54:48,sleeve_temperature,lower_mold_temp1,facility_operation_cycleTime
7269,7269,7269,7269,85861,0,0,0,9,6555,174,0,0,729.0,117,116,110.0,112.0,,332.0,50.0,190.0,184.0,1449.0,181.0,240.0,1449.0,169.0,712.0,31.0,0,1,8917,1,,,0.0129648818259949,,2019-03-22 13:56:44,sleeve_temperature,lower_mold_temp1,facility_operation_cycleTime
7270,7270,7270,7270,85864,0,0,0,9,6573,175,0,0,731.0,116,136,110.0,112.0,,332.0,52.0,183.0,184.0,1449.0,177.0,235.0,1449.0,165.0,716.0,31.0,0,1,8917,1,,,0.0314887354263076,,2019-03-22 13:59:01,sleeve_temperature,lower_mold_temp1,facility_operation_cycleTime
7271,7271,7271,7271,85866,0,0,0,9,6589,176,0,0,732.0,136,118,110.0,112.0,,331.0,54.0,186.0,184.0,1449.0,179.0,240.0,1449.0,165.0,716.0,31.0,0,1,8917,1,,,0.0152055595555777,,2019-03-22 14:00:59,sleeve_temperature,lower_mold_temp1,molten_temp
7272,7272,7272,7272,85868,0,0,0,9,6606,177,0,0,733.0,117,117,110.0,111.0,,332.0,55.0,191.0,184.0,1449.0,182.0,245.0,1449.0,166.0,724.0,31.0,0,1,8917,1,,,0.0248321993893982,,2019-03-22 14:02:56,sleeve_temperature,facility_operation_cycleTime,molten_temp
7273,7273,7273,7273,85869,0,0,0,9,6621,178,0,0,733.0,118,118,110.0,112.0,,331.0,54.0,192.0,184.0,1449.0,182.0,246.0,1449.0,169.0,728.0,31.0,0,1,8917,1,,,0.0141623792959276,,2019-03-22 14:04:54,sleeve_temperature,molten_temp,lower_mold_temp1
7274,7274,7274,7274,85871,0,0,0,9,6637,179,0,0,733.0,116,117,110.0,112.0,,331.0,55.0,193.0,184.0,1449.0,183.0,249.0,1449.0,171.0,716.0,31.0,0,1,8917,1,,,0.0250270217682091,,2019-03-22 14:06:51,sleeve_temperature,molten_temp,lower_mold_temp1
7275,7275,7275,7275,85873,0,0,0,9,6651,180,0,0,733.0,117,119,110.0,112.0,,332.0,55.0,193.0,184.0,1449.0,183.0,250.0,1449.0,171.0,718.0,31.0,0,1,8917,1,,,0.0250270217682091,,2019-03-22 14:08:50,sleeve_temperature,facility_operation_cycleTime,lower_mold_temp1
7276,7276,7276,7276,85875,0,0,0,9,6666,181,0,0,733.0,119,119,110.0,111.0,,331.0,54.0,193.0,184.0,1449.0,183.0,250.0,1449.0,169.0,719.0,31.0,0,1,8917,1,,,0.0140509136522974,,2019-03-22 14:10:49,sleeve_temperature,molten_temp,lower_mold_temp1
7277,7277,7277,7277,85877,0,0,0,9,6681,182,0,0,732.0,119,117,110.0,111.0,,331.0,52.0,194.0,184.0,1449.0,184.0,251.0,1449.0,168.0,703.0,31.0,0,1,8917,1,,,0.0137119973978341,,2019-03-22 14:12:46,sleeve_temperature,molten_temp,lower_mold_temp1
7278,7278,7278,7278,85879,0,0,0,9,6696,183,0,0,732.0,116,116,110.0,112.0,,331.0,47.0,194.0,184.0,1449.0,184.0,252.0,1449.0,170.0,709.0,31.0,0,1,8917,1,,,0.0129251173253329,,2019-03-22 14:14:42,sleeve_temperature,molten_temp,facility_operation_cycleTime
7279,7279,7279,7279,85881,0,0,0,9,6708,184,0,0,731.0,116,116,110.0,112.0,,332.0,52.0,195.0,184.0,1449.0,184.0,250.0,1449.0,171.0,705.0,31.0,0,1,8917,1,,,0.0244299153646473,,2019-03-22 14:16:38,sleeve_temperature,lower_mold_temp1,molten_temp
7280,7280,7280,7280,85883,0,0,0,9,6721,185,0,0,731.0,116,117,110.0,112.0,,332.0,53.0,195.0,184.0,1449.0,185.0,250.0,1449.0,170.0,721.0,31.0,0,1,8917,1,,,0.0244299153646473,,2019-03-22 14:18:36,sleeve_temperature,lower_mold_temp1,molten_temp
7281,7281,7281,7281,85885,0,0,0,9,6735,186,0,0,729.0,117,117,110.0,112.0,,332.0,51.0,194.0,184.0,1449.0,184.0,248.0,1449.0,170.0,717.0,31.0,0,1,8917,1,,,0.0088975867220128,,2019-03-22 14:20:32,sleeve_temperature,facility_operation_cycleTime,lower_mold_temp1
7282,7282,7282,7282,85887,0,0,0,9,6747,187,0,0,729.0,116,117,110.0,112.0,,332.0,49.0,194.0,184.0,1449.0,184.0,249.0,1449.0,169.0,717.0,31.0,0,1,8917,1,,,0.0088975867220128,,2019-03-22 14:22:29,sleeve_temperature,facility_operation_cycleTime,lower_mold_temp1
7283,7283,7283,7283,85889,0,0,0,9,6759,188,0,0,729.0,116,117,110.0,112.0,,331.0,53.0,194.0,185.0,1449.0,184.0,247.0,1449.0,169.0,711.0,31.0,0,1,8917,1,,,0.0168787344722753,,2019-03-22 14:24:26,sleeve_temperature,lower_mold_temp1,upper_mold_temp1
7284,7284,7284,7284,85891,0,0,0,9,6771,189,0,0,730.0,117,117,110.0,112.0,,332.0,52.0,194.0,185.0,1449.0,184.0,247.0,1449.0,169.0,695.0,31.0,0,1,8917,1,,,0.0155601117936433,,2019-03-22 14:26:24,sleeve_temperature,lower_mold_temp1,facility_operation_cycleTime
7285,7285,7285,7285,85893,0,0,0,9,6785,190,0,0,732.0,116,116,110.0,111.0,,332.0,51.0,194.0,185.0,1449.0,184.0,247.0,1449.0,170.0,704.0,31.0,0,1,8917,1,,,0.0128232629418494,,2019-03-22 14:28:20,sleeve_temperature,molten_temp,facility_operation_cycleTime
7286,7286,7286,7286,85895,0,0,0,9,6797,191,0,0,733.0,116,117,110.0,111.0,,332.0,52.0,194.0,185.0,1449.0,184.0,246.0,1449.0,172.0,713.0,31.0,0,1,8917,1,,,0.024239625587456,,2019-03-22 14:30:16,sleeve_temperature,lower_mold_temp1,molten_temp
7287,7287,7287,7287,85897,0,0,0,9,6812,192,0,0,733.0,116,116,110.0,111.0,,332.0,51.0,195.0,185.0,1449.0,184.0,246.0,1449.0,171.0,711.0,31.0,0,1,8917,1,,,0.0128232629418494,,2019-03-22 14:32:13,sleeve_temperature,molten_temp,facility_operation_cycleTime
7288,7288,7288,7288,85899,0,0,0,9,6824,193,0,0,733.0,116,116,110.0,112.0,,332.0,50.0,194.0,185.0,1449.0,184.0,247.0,1449.0,171.0,706.0,31.0,0,1,8917,1,,,0.0129251173253329,,2019-03-22 14:34:10,sleeve_temperature,molten_temp,facility_operation_cycleTime
7289,7289,7289,7289,85901,0,0,0,9,6839,194,0,0,733.0,116,117,110.0,111.0,,331.0,51.0,194.0,185.0,1449.0,183.0,244.0,1449.0,170.0,717.0,31.0,0,1,8917,1,,,0.0128232629418494,,2019-03-22 14:36:12,sleeve_temperature,molten_temp,facility_operation_cycleTime
7290,7290,7290,7290,85903,0,0,0,9,6851,195,0,0,733.0,117,116,110.0,111.0,,332.0,50.0,194.0,185.0,1449.0,184.0,244.0,1449.0,172.0,700.0,31.0,0,1,8917,1,,,0.0160911506792256,,2019-03-22 14:38:03,sleeve_temperature,facility_operation_cycleTime,lower_mold_temp1
7291,7291,7291,7291,85905,0,0,0,9,6863,196,0,0,732.0,116,117,110.0,112.0,,332.0,53.0,195.0,185.0,1449.0,184.0,244.0,1449.0,172.0,712.0,31.0,0,1,8917,1,,,0.0244299153646473,,2019-03-22 14:40:00,sleeve_temperature,lower_mold_temp1,molten_temp
7292,7292,7292,7292,85907,0,0,0,9,6876,197,0,0,732.0,116,116,110.0,111.0,,332.0,53.0,194.0,185.0,1449.0,184.0,246.0,1449.0,170.0,723.0,31.0,0,1,8917,1,,,0.024239625587456,,2019-03-22 14:41:56,sleeve_temperature,lower_mold_temp1,molten_temp
7293,7293,7293,7293,85909,0,0,0,9,6891,198,0,0,731.0,117,117,110.0,111.0,,332.0,49.0,195.0,185.0,1449.0,184.0,245.0,1449.0,173.0,711.0,31.0,0,1,8917,1,,,0.0128232629418494,,2019-03-22 14:43:53,sleeve_temperature,facility_operation_cycleTime,molten_temp
7294,7294,7294,7294,85911,0,0,0,9,6906,199,0,0,731.0,116,116,110.0,111.0,,332.0,49.0,195.0,185.0,1449.0,185.0,245.0,1449.0,172.0,726.0,31.0,0,1,8917,1,,,0.0128232629418494,,2019-03-22 14:45:51,sleeve_temperature,molten_temp,facility_operation_cycleTime
7295,7295,7295,7295,85913,0,0,0,9,6921,200,0,0,729.0,116,116,110.0,111.0,,332.0,47.0,195.0,185.0,1449.0,185.0,245.0,1449.0,172.0,721.0,31.0,0,1,8917,1,,,0.0088271868404241,,2019-03-22 14:47:46,sleeve_temperature,facility_operation_cycleTime,lower_mold_temp1
7296,7296,7296,7296,85914,0,0,0,9,6937,201,0,0,729.0,116,116,110.0,111.0,,332.0,49.0,195.0,185.0,1449.0,185.0,246.0,1449.0,173.0,715.0,31.0,0,1,8917,1,,,0.0088271868404241,,2019-03-22 14:49:42,sleeve_temperature,facility_operation_cycleTime,lower_mold_temp1
7297,7297,7297,7297,85916,0,0,0,9,6954,202,0,0,729.0,116,117,110.0,111.0,,332.0,49.0,195.0,185.0,1449.0,185.0,248.0,1449.0,172.0,728.0,31.0,0,1,8917,1,,,0.0088271868404241,,2019-03-22 14:51:39,sleeve_temperature,facility_operation_cycleTime,lower_mold_temp1
7298,7298,7298,7298,85918,0,0,0,9,6965,203,0,0,730.0,116,116,110.0,111.0,,332.0,49.0,195.0,185.0,1449.0,185.0,248.0,1449.0,173.0,696.0,31.0,0,1,8917,1,,,0.011038229983506,,2019-03-22 14:53:35,sleeve_temperature,lower_mold_temp1,facility_operation_cycleTime
7299,7299,7299,7299,85920,0,0,0,9,6979,204,0,0,732.0,116,116,110.0,112.0,,332.0,50.0,196.0,185.0,1449.0,185.0,251.0,1449.0,174.0,702.0,31.0,0,1,8917,1,,,0.0129251173253329,,2019-03-22 14:55:32,sleeve_temperature,molten_temp,lower_mold_temp1
7300,7300,7300,7300,85922,0,0,0,9,6991,205,0,0,733.0,116,117,110.0,112.0,,332.0,50.0,196.0,185.0,1449.0,186.0,250.0,1449.0,170.0,725.0,31.0,0,1,8917,1,,,0.0129251173253329,,2019-03-22 14:57:30,sleeve_temperature,molten_temp,facility_operation_cycleTime
7301,7301,7301,7301,85925,0,0,0,9,7013,206,0,0,729.0,118,150,110.0,112.0,,332.0,47.0,181.0,185.0,1449.0,179.0,238.0,1449.0,162.0,708.0,31.0,0,1,8917,0,,,0.0071541833826154,,2019-03-22 15:00:02,sleeve_temperature,lower_mold_temp1,facility_operation_cycleTime
7302,7302,7302,7302,85926,0,0,0,9,7027,207,0,0,729.0,148,118,110.0,112.0,,332.0,47.0,186.0,185.0,1449.0,181.0,240.0,1449.0,164.0,717.0,31.0,0,1,8917,0,,,0.0072974201273888,,2019-03-22 15:01:58,sleeve_temperature,lower_mold_temp1,cast_pressure
7303,7303,7303,7303,85928,0,0,0,9,7043,208,0,0,730.0,118,118,110.0,111.0,,331.0,53.0,190.0,185.0,1449.0,182.0,243.0,1449.0,165.0,714.0,31.0,0,1,8917,0,,,0.0094416164229395,,2019-03-22 15:03:55,sleeve_temperature,lower_mold_temp1,upper_mold_temp1
7304,7304,7304,7304,85930,0,0,0,9,7058,209,0,0,731.0,117,117,110.0,111.0,,332.0,55.0,193.0,185.0,1449.0,183.0,243.0,1449.0,166.0,720.0,31.0,0,1,8917,0,,,0.0248321993893982,,2019-03-22 15:05:53,sleeve_temperature,facility_operation_cycleTime,molten_temp
7305,7305,7305,7305,85932,0,0,0,9,7073,210,0,0,731.0,117,118,110.0,111.0,,332.0,53.0,194.0,185.0,1449.0,184.0,244.0,1449.0,166.0,715.0,31.0,0,1,8917,0,,,0.024239625587456,,2019-03-22 15:07:50,sleeve_temperature,facility_operation_cycleTime,lower_mold_temp1
7306,7306,7306,7306,85934,0,0,0,9,7090,211,0,0,731.0,117,117,110.0,111.0,,332.0,51.0,194.0,185.0,1449.0,183.0,244.0,1449.0,167.0,719.0,31.0,0,1,8917,0,,,0.0128232629418494,,2019-03-22 15:09:47,sleeve_temperature,facility_operation_cycleTime,molten_temp
7307,7307,7307,7307,85936,0,0,0,9,7106,212,0,0,731.0,117,117,110.0,112.0,,332.0,50.0,194.0,185.0,1449.0,184.0,244.0,1449.0,167.0,730.0,31.0,0,1,8917,0,,,0.0129251173253329,,2019-03-22 15:11:45,sleeve_temperature,facility_operation_cycleTime,molten_temp
7308,7308,7308,7308,85938,0,0,0,9,7126,213,0,0,731.0,117,130,110.0,111.0,,332.0,50.0,188.0,185.0,1449.0,181.0,243.0,1449.0,168.0,717.0,31.0,0,1,8917,0,,,0.0147640825002827,,2019-03-22 15:13:55,sleeve_temperature,facility_operation_cycleTime,molten_temp
7309,7309,7309,7309,85940,0,0,0,9,7143,214,0,0,731.0,130,117,110.0,111.0,,332.0,49.0,191.0,185.0,1449.0,183.0,248.0,1449.0,170.0,710.0,31.0,0,1,8917,0,,,0.0072172557796702,,2019-03-22 15:15:53,sleeve_temperature,molten_temp,lower_mold_temp1
7310,7310,7310,7310,85942,0,0,0,9,7160,215,0,0,731.0,116,117,110.0,111.0,,331.0,52.0,194.0,185.0,1449.0,184.0,251.0,1449.0,171.0,725.0,31.0,0,1,8917,0,,,0.024239625587456,,2019-03-22 15:17:49,sleeve_temperature,lower_mold_temp1,molten_temp
7311,7311,7311,7311,85944,0,0,0,9,7175,216,0,0,731.0,116,117,110.0,112.0,,331.0,48.0,195.0,185.0,1449.0,185.0,253.0,1449.0,173.0,682.0,31.0,0,1,8917,0,,,0.012612182425362,,2019-03-22 15:19:45,sleeve_temperature,molten_temp,lower_mold_temp1
7312,7312,7312,7312,85946,0,0,0,9,7192,217,0,0,729.0,116,117,110.0,112.0,,332.0,48.0,196.0,185.0,1449.0,186.0,255.0,1449.0,173.0,722.0,31.0,0,1,8917,0,,,0.0088975867220128,,2019-03-22 15:21:42,sleeve_temperature,facility_operation_cycleTime,lower_mold_temp1
7313,7313,7313,7313,85948,0,0,0,9,7206,218,0,0,729.0,117,118,110.0,112.0,,332.0,50.0,195.0,185.0,1449.0,186.0,255.0,1449.0,172.0,715.0,31.0,0,1,8917,0,,,0.0088975867220128,,2019-03-22 15:23:40,sleeve_temperature,facility_operation_cycleTime,lower_mold_temp1
7314,7314,7314,7314,85950,0,0,0,9,7223,219,0,0,729.0,117,118,110.0,111.0,,332.0,47.0,194.0,185.0,1449.0,185.0,253.0,1449.0,169.0,727.0,31.0,0,1,8917,0,,,0.0088271868404241,,2019-03-22 15:25:37,sleeve_temperature,facility_operation_cycleTime,lower_mold_temp1
7315,7315,7315,7315,85952,0,0,0,9,7238,220,0,0,729.0,117,118,110.0,111.0,,332.0,50.0,194.0,185.0,1449.0,185.0,251.0,1449.0,170.0,726.0,31.0,0,1,8917,0,,,0.0088271868404241,,2019-03-22 15:27:36,sleeve_temperature,facility_operation_cycleTime,lower_mold_temp1
7316,7316,7316,7316,85954,0,0,0,9,7253,221,0,0,729.0,118,117,110.0,112.0,,331.0,50.0,194.0,185.0,1449.0,185.0,247.0,1449.0,169.0,705.0,31.0,0,1,8917,0,,,0.0049990952731043,,2019-03-22 15:29:33,sleeve_temperature,lower_mold_temp1,biscuit_thickness
7317,7317,7317,7317,85956,0,0,0,9,7268,222,0,0,730.0,117,118,110.0,112.0,,332.0,52.0,194.0,186.0,1449.0,184.0,246.0,1449.0,169.0,711.0,31.0,0,1,8917,0,,,0.0168787344722753,,2019-03-22 15:31:31,sleeve_temperature,facility_operation_cycleTime,lower_mold_temp1
7318,7318,7318,7318,85958,0,0,0,9,7283,223,0,0,730.0,117,117,110.0,111.0,,332.0,51.0,194.0,186.0,1449.0,184.0,246.0,1449.0,168.0,703.0,31.0,0,1,8917,0,,,0.0088271868404241,,2019-03-22 15:33:28,sleeve_temperature,facility_operation_cycleTime,lower_mold_temp1
7319,7319,7319,7319,85960,0,0,0,9,7296,224,0,0,731.0,117,118,110.0,112.0,,332.0,53.0,193.0,186.0,1449.0,184.0,246.0,1449.0,169.0,705.0,31.0,0,1,8917,0,,,0.0244299153646473,,2019-03-22 15:35:28,sleeve_temperature,facility_operation_cycleTime,lower_mold_temp1
7320,7320,7320,7320,85962,0,0,0,9,7312,225,0,0,731.0,117,118,110.0,111.0,,332.0,51.0,193.0,186.0,1449.0,184.0,245.0,1449.0,169.0,713.0,32.0,0,1,8917,0,,,0.0124921639703536,,2019-03-22 15:37:25,sleeve_temperature,facility_operation_cycleTime,molten_temp
7321,7321,7321,7321,85964,0,0,0,9,7328,226,0,0,731.0,118,117,110.0,112.0,,332.0,53.0,194.0,186.0,1449.0,184.0,245.0,1449.0,169.0,725.0,32.0,0,1,8917,0,,,0.0099261884551196,,2019-03-22 15:39:21,sleeve_temperature,molten_temp,lower_mold_temp1
7322,7322,7322,7322,85966,0,0,0,9,7343,227,0,0,731.0,117,118,110.0,111.0,,332.0,53.0,194.0,186.0,1449.0,184.0,246.0,1449.0,168.0,725.0,32.0,0,1,8917,0,,,0.0174610248310137,,2019-03-22 15:41:20,sleeve_temperature,facility_operation_cycleTime,lower_mold_temp1
7323,7323,7323,7323,85968,0,0,0,9,7361,228,0,0,731.0,118,136,110.0,112.0,,332.0,49.0,186.0,186.0,1449.0,181.0,238.0,1449.0,166.0,695.0,31.0,0,1,8917,0,,,0.0086208256295599,,2019-03-22 15:43:35,sleeve_temperature,lower_mold_temp1,molten_temp
7324,7324,7324,7324,85970,0,0,0,9,7379,229,0,0,731.0,135,137,110.0,111.0,,332.0,51.0,181.0,186.0,1449.0,178.0,233.0,1449.0,168.0,716.0,31.0,0,1,8917,0,,,0.0068148046097425,,2019-03-22 15:45:53,sleeve_temperature,molten_temp,lower_mold_temp1
7325,7325,7325,7325,85972,0,0,0,9,7395,230,0,0,731.0,137,118,110.0,112.0,,332.0,54.0,187.0,186.0,1449.0,180.0,237.0,1449.0,169.0,720.0,31.0,0,1,8917,0,,,0.0152055595555777,,2019-03-22 15:47:52,sleeve_temperature,lower_mold_temp1,molten_temp
7326,7326,7326,7326,85974,0,0,0,9,7408,231,0,0,730.0,116,119,110.0,112.0,,331.0,52.0,190.0,185.0,1449.0,182.0,241.0,1449.0,168.0,682.0,31.0,0,1,8917,0,,,0.0121530217554305,,2019-03-22 15:49:50,sleeve_temperature,lower_mold_temp1,facility_operation_cycleTime
7327,7327,7327,7327,85976,0,0,0,9,7422,232,0,0,729.0,118,119,110.0,112.0,,331.0,50.0,192.0,185.0,1449.0,183.0,245.0,1449.0,171.0,714.0,32.0,0,1,8917,0,,,0.0048690213037639,,2019-03-22 15:51:48,sleeve_temperature,lower_mold_temp1,biscuit_thickness
7328,7328,7328,7328,85978,0,0,0,9,7438,233,0,0,729.0,118,118,110.0,112.0,,332.0,54.0,193.0,186.0,1449.0,184.0,246.0,1449.0,171.0,700.0,32.0,0,1,8917,0,,,0.0087228806468466,,2019-03-22 15:53:46,sleeve_temperature,lower_mold_temp1,physical_strength
7329,7329,7329,7329,85980,0,0,0,9,7455,234,0,0,728.0,117,134,110.0,111.0,,332.0,51.0,187.0,186.0,1449.0,180.0,239.0,1449.0,166.0,711.0,32.0,0,1,8917,0,,,0.0076657918038104,,2019-03-22 15:55:59,sleeve_temperature,lower_mold_temp1,facility_operation_cycleTime
7330,7330,7330,7330,85982,0,0,0,9,7470,235,0,0,729.0,133,117,110.0,111.0,,332.0,49.0,190.0,185.0,1449.0,182.0,241.0,1449.0,167.0,713.0,32.0,0,1,8917,0,,,0.0048303410674121,,2019-03-22 15:57:56,sleeve_temperature,lower_mold_temp1,cast_pressure
7331,7331,7331,7331,85984,0,0,0,9,7487,236,0,0,729.0,116,117,110.0,111.0,,332.0,50.0,191.0,186.0,1449.0,183.0,245.0,1449.0,170.0,712.0,32.0,0,1,8917,0,,,0.0085983685787336,,2019-03-22 15:59:53,sleeve_temperature,facility_operation_cycleTime,lower_mold_temp1
7332,7332,7332,7332,85986,0,0,0,9,7502,237,0,0,730.0,116,116,110.0,112.0,,331.0,47.0,193.0,186.0,1449.0,184.0,247.0,1449.0,168.0,713.0,32.0,0,1,8917,0,,,0.0086669595124309,,2019-03-22 16:01:50,sleeve_temperature,facility_operation_cycleTime,lower_mold_temp1
7333,7333,7333,7333,85988,0,0,0,9,7517,238,0,0,730.0,116,119,110.0,112.0,,332.0,50.0,193.0,186.0,1449.0,183.0,246.0,1449.0,165.0,719.0,32.0,0,1,8917,0,,,0.0086669595124309,,2019-03-22 16:03:48,sleeve_temperature,facility_operation_cycleTime,lower_mold_temp1
7334,7334,7334,7334,85990,0,0,0,9,7529,239,0,0,731.0,118,119,110.0,111.0,,331.0,48.0,192.0,186.0,1449.0,183.0,246.0,1449.0,167.0,714.0,32.0,0,1,8917,0,,,0.0070298741493504,,2019-03-22 16:05:47,sleeve_temperature,molten_temp,lower_mold_temp1
7335,7335,7335,7335,85992,0,0,0,9,7548,240,0,0,731.0,119,137,110.0,112.0,,331.0,52.0,184.0,186.0,1449.0,179.0,239.0,1449.0,164.0,713.0,32.0,0,1,8917,0,,,0.0145501113619193,,2019-03-22 16:08:04,sleeve_temperature,lower_mold_temp1,molten_temp
7336,7336,7336,7336,85994,0,0,0,9,7564,241,0,0,731.0,137,138,110.0,111.0,,331.0,52.0,180.0,186.0,1449.0,177.0,236.0,1449.0,162.0,696.0,32.0,0,1,8917,0,,,0.0186919000906209,,2019-03-22 16:10:22,sleeve_temperature,lower_mold_temp1,cast_pressure
7337,7337,7337,7337,85996,0,0,0,9,7581,242,0,0,731.0,137,120,110.0,112.0,,332.0,52.0,186.0,186.0,1449.0,180.0,238.0,1449.0,162.0,712.0,32.0,0,1,8917,0,,,0.0111156744229875,,2019-03-22 16:12:22,sleeve_temperature,lower_mold_temp1,molten_temp
7338,7338,7338,7338,85999,0,0,0,9,7606,243,0,0,729.0,119,222,110.0,112.0,,342.0,46.0,150.0,185.0,1449.0,163.0,205.0,1449.0,143.0,690.0,32.0,0,1,8917,1,,,0.015155953260242,,2019-03-22 16:16:04,sleeve_temperature,lower_mold_temp1,physical_strength
7339,7339,7339,7339,86001,0,0,0,9,7621,244,0,0,730.0,222,131,110.0,111.0,,332.0,52.0,166.0,185.0,1449.0,169.0,212.0,1449.0,149.0,721.0,32.0,0,1,8917,1,,,0.0137147402772129,,2019-03-22 16:18:17,sleeve_temperature,lower_mold_temp1,facility_operation_cycleTime
7340,7340,7340,7340,86003,0,0,0,9,7635,245,0,0,730.0,130,117,110.0,112.0,,332.0,51.0,180.0,185.0,1449.0,174.0,224.0,1449.0,160.0,712.0,32.0,0,1,8917,1,,,0.0144559935483308,,2019-03-22 16:20:11,lower_mold_temp1,sleeve_temperature,facility_operation_cycleTime
7341,7341,7341,7341,86005,0,0,0,9,7651,246,0,0,732.0,116,133,110.0,112.0,,332.0,50.0,181.0,184.0,1449.0,175.0,225.0,1449.0,161.0,711.0,32.0,0,1,8917,1,,,0.0226199273794769,,2019-03-22 16:22:24,sleeve_temperature,lower_mold_temp1,facility_operation_cycleTime
7342,7342,7342,7342,86007,0,0,0,9,7671,247,0,0,732.0,132,151,110.0,112.0,,332.0,49.0,173.0,184.0,1449.0,171.0,220.0,1449.0,158.0,713.0,32.0,0,1,8917,1,,,0.0143530095501684,,2019-03-22 16:24:56,sleeve_temperature,lower_mold_temp1,facility_operation_cycleTime
7343,7343,7343,7343,86009,0,0,0,9,7694,248,0,0,732.0,152,152,110.0,112.0,,332.0,48.0,169.0,184.0,1449.0,169.0,214.0,1449.0,160.0,725.0,32.0,0,1,8917,1,,,0.016028673126212,,2019-03-22 16:27:28,sleeve_temperature,lower_mold_temp1,facility_operation_cycleTime
7344,7344,7344,7344,86011,0,0,0,9,7708,249,0,0,732.0,152,117,110.0,112.0,,332.0,52.0,180.0,184.0,1449.0,174.0,223.0,1449.0,163.0,724.0,32.0,0,1,8917,1,,,0.0196022689279756,,2019-03-22 16:29:26,lower_mold_temp1,sleeve_temperature,facility_operation_cycleTime
7345,7345,7345,7345,86013,0,0,0,9,7722,250,0,0,731.0,117,117,110.0,112.0,,332.0,52.0,187.0,184.0,1449.0,178.0,231.0,1449.0,165.0,699.0,33.0,0,1,8917,1,,,0.0327752105969121,,2019-03-22 16:31:23,sleeve_temperature,lower_mold_temp1,facility_operation_cycleTime
7346,7346,7346,7346,86015,0,0,0,9,7738,251,0,0,731.0,116,117,110.0,111.0,,331.0,53.0,191.0,184.0,1449.0,180.0,235.0,1449.0,168.0,716.0,33.0,0,1,8917,1,,,0.0260055006034844,,2019-03-22 16:33:19,sleeve_temperature,lower_mold_temp1,molten_temp
